ID;NAME;ORGANISATION;BERUF;PSEUDONYM;ANMERKUNGEN;GND;Geburtsdatum;Sterbedatum
880;Geyer, Conrad;False;Graphik;;;;1816;1893
881;Geyser, Christian Gottlieb;False;Graphik;;;;1742;1803
882;Giesebrecht, Friedrich Gustav Theodor;False;Text;;;;1792;1875
883;Giesebrecht, Karl Heinrich;False;Text;;;;1782;1832
884;Giesebrecht, Ludwig;False;Text;;;;1792;1873
885;Giessmann, Friedrich;False;Graphik;;;;1810;1847
886;Gigl, Alexander;False;Text;;;;1821;
887;Gilly, Friedrich;False;Graphik;;;;1772;1800
888;Giordano, Luca;False;Graphik;;;;1632;1705
889;Giorgione. Castelfranco da, Giorgio;False;Graphik;;;;um 1478;1510
890;Girardet, Charles;False;Graphik;;;;1780;1863
891;Girardet, Edouard;False;Graphik;;;;1819;1880
892;Girodet-Trioson, Anne Louis;False;Graphik;;;;1767;1824
893;Girsch, Frederick;False;Graphik;;;;1821;1895
894;Girtanner, Christoph;False;Text u. Hrsg.;;;;1760;1800
895;Giseke, August Ludwig Christian;False;Text;Hlodowich;;;1756;1832
896;Gittermann, Johann Christian Hermann;False;Text u. Sonst.;;;;1768;1834
897;Gittermann, Rudolph Christoph;False;Text;;;;1776;1848
898;Giulio Romano. Gianuzzi, Giulio di Pietro de';False;Graphik;;;;1499;1546
899;Glasbrenner, Adolph Georg Theodor;False;Text;;;;1810;1876
900;Glaser, Rudolph;False;Text;;;;1801;1868
901;Glassbach, Benjamin;False;Graphik;;;;1757;
902;Glassbach, Carl Christian;False;Graphik;;;;1751;
903;Glatz, Jakob;False;Text u. Hrsg;;;;1776;1831
904;Gleich, Friedrich;False;Text;;;;1782;1842
905;Gleich, Josef Alois;False;Text;Adolph Blum;;;1772;1841
906;Gleim, Johann Wilhelm Ludwig;False;Text;;;;1719;1803
907;Gleyre, Charles;False;Graphik;;;;1806;1874
908;Glück, Babette Elisabeth;False;Text;Betty Paoli;;;1815;1894
909;Gluck, Christoph Willibald;False;Musik;;;;1714;1787
910;Glückselig, Gustav Thormod;False;Text;;;;1806;1867
911;Glümer, Claire von;False;Text;;;;1825;
912;Gnauth, Adr.;False;Graphik;;;;;
913;Göbwart, Franz Seraphim;False;Graphik;;;;e. 1811;1836
914;Godefroy, Jean;False;Graphik;;;;1771;1839
915;Gödeke, Karl;False;Text;;;;1814;1887
916;Goekingk, Leopold Friedrich Günther von;False;Text;"Amarant[h]; Nantchen";;;1748;1828
917;Goethe, Johann Wolfgang von;False;Text;;;;1749;1832
918;Goetz, Joseph Franz von;False;Graphik;;;;1754;1815
919;Goldsmith, Oliver;False;Text;;;;1728;1774
920;Gollmick, Karl;False;Text;;;;1796;1866
921;Goltdammer, Theodor;False;Text;;;;1801;1872
922;Goltz, Franz Karl von;False;Text;;;;;1804
923;Gondela, Simon Heinrich;False;Text;Alednog;;;1765;1832
924;Gonzenbach, Carl Arnold;False;Graphik;;;;1806;1885
925;Goodyear, Joseph;False;Graphik;;;;1797;1839
926;Göpp, Johann Jakob;False;Text;;;;1771;1835
927;Görner, Karl August;False;Text u. Hrsg;;;;1806;1884
928;Görres, Guido;False;Text u. Hrsg;;;;1805;1852
929;Görres, Joseph von;False;Text;Peter Hammer;;;1776;1848
930;Göschen, Georg Joachim;False;Text u. Hrsg;;;;1752;1828
931;Gotter, Friedrich Wilhelm;False;Text;;;;1746;1797
932;Göttling, Johann Friedrich August;False;Text u. Hrsg;;;;1755;1809
933;Gottlob, Ernst;False;Graphik;;;;1744;1796
934;Gottschall, Rudolf;False;Text;;;;1823;1909
935;Gottsched, Johann Christoph;False;Text;;;;1700;1766
936;Gottschick, Johann Christian Benjamin;False;Graphik;;;;1776;1844
937;Götz, Johann Nikolaus;False;Text;;;;1721;1781
938;Götzenberger, Jakob;False;Graphik;;;;1800;1866
939;Götzenberger, Marie Amélie;False;Text;A. von Krajewskaja;;;1821;
940;Götzloff, Carl Wilhelm;False;Graphik;;;;1799;1866
941;Götzloff, Friedrich;False;Musik;;;;e. 1806;
942;Goubau, Antoni;False;Graphik;;;;1616;1698
943;Goyet, Jean-Baptiste;False;Graphik;;;;1779;1854
944;Gradmann, Johann Jakob;False;Text;;;;1750;1817
945;Gradmann, Johannes;False;Graphik;;;;e. 1778;
946;Gradmann, Ulrich Christian;False;Text u. Hrsg;;;;1781;
947;Graeb, Carl Georg Anton;False;Graphik;;;;1816;1884
948;Graff, Anton;False;Graphik;;;;1736;1813
949;Gräffer, August;False;Text u. Hrsg;;;;1762;1816
950;Gräffer, Franz;False;Text;;;;1785;1852
951;Grahl, August;False;Graphik;;;;1791;1868
952;Gramberg, Gerhard Anton;False;Text;;;;1744;1818
953;Gramberg, Gerhard Anton Hermann;False;Text;;;;1772;1816
954;Grape, Christoph Gebhard;False;Graphik;;;;1761;
955;Grape, Heinrich Martin;False;Graphik;;;;1798;1875
956;Graß, Karl Gotthard;False;Text;;;;1767;1814
957;Gräter, Friedrich David;False;Text;;;;1768;1830
958;Grätsch, J.;False;Graphik;;;;e. 1786;1804
959;Graves, Robert;False;Graphik;;;;1798;1873
960;Greatbach, William;False;Graphik;;;;1802;
961;Gregorovius, Michael Carl;False;Graphik;;;;Ende 18. Jh.;
962;Grenier, Francois;False;Graphik;;;;1793;1867
963;Gretschel, Johann Christian;False;Text u. Hrsg;Janus Eremita;;;1766;1830
964;Greuze, Jean Baptiste;False;Graphik;;;;1725;1805
965;Grevedon, Henri (eig. Pierre Louis);False;Graphik;;;;1776;1860
966;Grieben, Eduard;False;Graphik;;;;1813;1870
967;Gries, Johann Diederich;False;Text;;;;1775;1842
968;Grilhofer, Matthias;False;Graphik;;;;;>1860
969;Grillparzer, Franz;False;Text;;;;1791;1872
970;Grimm, Albert Ludwig;False;Text;;;;1786;1872
971;Grimm, Jacob;False;Text;;;;1785;1863
972;Grimm, Wilhelm;False;Text;;;;1786;1859
973;Grimod de la Reynière, Balthazar;False;Text;;;;1758;1837
974;Gröger, Friedrich Karl;False;Graphik;;;;1766;1838
975;Grögory, Friedrich;False;Graphik;;;;1760;1788
976;Grohmann, Karl Ferdinand Daniel;False;Text;;;;1754;1794
977;Grönland;False;Musik;;;;e. 1795;1798
978;Groote, Eberhard Rudolf von;False;Text u. Hrsg;;;;1789;1864
979;Grosheim, Georg Christoph;False;Musik;;;;1764;1847
980;Große, Karl;False;Text;Graf von Vargas;;;1761;1800 (?)
981;Großmann, Gustav Friedrich Wilhelm;False;Text;;;;1744;1796
982;Großmann, Julie Florentine von;False;Text;;;;1790;1860
983;Großmann, Maximilian von;False;Graphik;;;;e. 1820;1840
984;Grottger, Arthur;False;Graphik;;;;1837;1867
985;Grouchy, Emmanuel de;False;Graphik;;;;1766;1847
986;Grübel, Johann Konrad;False;Text;;;;1736;1809
987;Gruber, Johann Gottfried;False;Text;Adolf Grimm, Joseph aus der Grube;;;1774;1851
988;Gründling, Christian Gottlob;False;Musik;;;;1755;1818
989;Grüneisen, Karl von;False;Text;;;;1802;1878
990;Gruner, Christian Gottfried;False;Text u. Hrsg;;;;1744;1815
991;Gruner, Ludwig;False;Graphik;;;;1801;1882
992;Grüner, Vincenz Raimund;False;Graphik;;;;1771;1832
993;Grünewald, Ernst Friedrich;False;Graphik;;;;1801;1848
994;Grünler, Carl Heinrich;False;Graphik;;;;1761;1823
995;Gruppe, Otto Friedrich;False;Text;Absolutus von Hegelingen;;;1804;1876
996;Grutsch, Franz Seraph;False;Musik;;;;1800;
997;Gryphius, Andreas;False;Text;;;;1616;1664
998;Guarini, Giovanni Battista;False;Text;;;;1538;1612
999;Gubitz, Friedrich Wilhelm;False;Text u. Graphik;;;;1786;1870
1000;Guercino. Barbieri, Giov. Francesco;False;Graphik;;;;1591;1666
1001;Guérin, Jean Urbain;False;Graphik;;;;1760;1836
1002;Guët, Charlemagne Oscar;False;Graphik;;;;1801;1871
1003;Guichard, Joseph;False;Graphik;;;;1806;1880
1004;Guillemin, Alexandre Marie;False;Prosa;;;;1817;1880
1005;Guimpel, Friedrich;False;Graphik;;;;1774;
1006;Güll, Friedrich Wilhelm;False;Text;;;;1812;1879
1007;Günderode, Friedrich Justinian von;False;Text;;;;1747;1785
1008;Günderode, Karoline von;False;Text;Tian;;;1780;1806
1009;Günsburg, Karl Siegfried;False;Text;;;;1788;
1010;Günther, Christian August;False;Graphik;;;;1759;1824
1011;Günther, Johann Christian;False;Text;;;;1695;1723
1012;Guts-Muths, Johann Christoph Friedrich;False;Text u. Hrsg;;;;1759;1839
1013;Guttenberg, Heinrich;False;Graphik;;;;1749;1818
1014;Gutzkow, Karl;False;Text;E. L. Bulwer;;;1811;1878
1015;Haach, Ludwig;False;Graphik;;;;1813;1842
1016;Haas, Meno;False;Graphik;;;;1752;1833
1017;Haas, Peter;False;Graphik;;;;1754;1804
1018;Häberlin, Karl Ludwig;False;Text;"Louis von Häfely; Avanella; u. a. m.";;;1784;1858
1019;Hackaert, Jan;False;Graphik;;;;1629;~1700
1020;Hackel, Anton;False;Musik;;;;1799;1846
1021;Hacker, Johann Bernhard Nikolaus;False;Text;;;;1760;1817
1022;Hackert, Carl;False;Graphik;;;;1740;1796
1023;Hackert, Jacob Philipp;False;Graphik;;;;1737;1807
1024;Hackländer, J. W.;False;Text;;;;1783;1828
1025;Hadloub, Johans. Hadlaub, Johannes;False;Text;;;;E.13. Jh.;A. 14.Jh.
1026;Haenel, Eduard;False;Text u. Hrsg;;;;1804;
1027;Häfliger, Jost Bernhard Barnabas;False;Text;;;;1759;1837
1028;Hagedorn, Friedrich von;False;Text;;;;1708;1754
1029;Hagemeister, Johann Gottfried Lucas;False;Text;;;;1762;1806
1030;Hagen, Busso von;False;Text;;;;1809;1842
1031;Hagen, Ernst August;False;Text;;;;1797;1880
1032;Hagen, Friedrich Heinrich von der;False;Text u. Hrsg;;;;1780;1856
1033;Hagen, Henriette Ernestine Christiane von;False;Text;Fräul. vom Hagen;;;;1793
1034;Hagenbach, Karl Rudolph;False;Text;;;;1801;1874
1035;Hagendorf, Hugo;False;Text;;;;1813;1860
1036;Hahn-Hahn, Ida von;False;Text;;;;1805;1880
1037;Hahn, Johann Friedrich;False;Text;;;;1753;1779
1038;Halbou, Louis Michel;False;Graphik;;;;1730;1809
1039;Haldenwang, Christian;False;Graphik;;;;1770;1831
1040;Haldenwang, Friedrich;False;Graphik;;;;1800;1820
1041;Halein, Kathinka Rosa Gabriele Pauline Auguste;False;Text;Emmiline, Rosalba, Stephanie;;;1802;
1042;Halem, Gerhard Anton von;False;Text;;;;1752;1819
1043;Halirsch, Ludwig;False;Text;;;;1802;1832
1044;Halle, J. S. L.;False;Graphik;;;;e. 1790 ff;
1045;Haller von Hallerstein, Christoph Jacob;False;Graphik;;;;1771;1839
1046;Haller, Albrecht von;False;Text;;;;1708;1777
1047;Hals, Franz;False;Graphik;;;;;1666
1048;Hamböck, Alphons;False;Text;;;;1818;1863
1049;Hamburger, Johann Conrad;False;Graphik;;;;1809;1870?
1050;Hamerling, Robert;False;Text;;;;1830;1889
1051;Hamilton, Gavin;False;Graphik;;;;1723;1798
1052;Hamilton, Johann Georg de;False;Graphik;;;;1672;1737
1053;Hamilton, William;False;Graphik;;;;1751;1801
1054;Hammer-Purgstall, Joseph von;False;Text;Said;;;1774;1856
1055;Hammer, Christian Gottlob;False;Graphik;;;;1779;1864
1056;Hampe, Karl Friedrich;False;Graphik;;;;1772;1848
1057;Händel, Georg Friedrich;False;Musik;;;;1685;1759
1058;Hanhart, Johann;False;Text;;;;1773;1829
1059;Hanke, Henriette;False;Text;;;;1785;1862
1060;Hannemann, Adriaen;False;Graphik;;;;~1610;~1669
1061;Hannusch, J. Joseph;False;Text;;;;1790;1855
1062;Hansch, Anton;False;Graphik;;;;1813;1876
1063;Hanslick, Joseph Adolph;False;Text;;;;1785;1859
1064;Hanson, Christian Heinrich;False;Graphik;;;;1790;1863
1065;Hardenberg, Friedrich von;False;Text;Novalis;;;1772;1801
1066;Hardenberg, Georg Anton von;False;Text;Sylvester;;;1776;1813
1067;Hardenberg, Gottlob Albrecht Karl von;False;Text;Rostorf;;;1776;1813
1068;Harder, August;False;Musik;;;;1774;1813
1069;Häring, Georg Wilhelm Heinrich;False;Text;Willibald Alexis;;;1798;1871
1070;Harnisch, Adalbert;False;Text u. Hrsg;;;;1815;1889
1071;Harold, Edmund von;False;Text;;;;e. 1775;1787
1072;Harring, Harro Paul;False;Text;;;;1798;1870
1073;Harrys, Johann Georg Karl;False;Text;;;;1780;1838
1074;Hartig, Georg Ludwig;False;Text;;;;1764;1837
1075;Hartmann, Alfred;False;Text;;;;1814;1897
1076;Hartmann, Anton Theodor;False;Text;;;;1774;1838
1077;Hartmann, Ferdinand;False;Graphik;;;;1774;1842
1078;Hartmann, Georg Leonhard;False;Graphik;;;;1764;1828
1079;Hartmann, Gottlieb David;False;Text;Telynhard;;;1752;1775
1080;Hartmann, Johann David;False;Text;Selmar;;;1761;1801
1081;Hartmann, Moritz;False;Text;Pfaffe Maurizius;;;1821;1872
1082;Harvey, George;False;Graphik;;;;1806;1876
1083;Haschka, Lorenz Leopold;False;Text;;;;1749;1827
1084;Hase, Friedrich Traugott;False;Text u. Hrsg;;;;1754;1823
1085;Hase, Heinrich;False;Text;;;;1789;1842
1086;Häser, Christian Wilhelm;False;Text;;;;1781;1867
1087;Hasse, Julius;False;Graphik;;;;;1846
1088;Haßlwander, Josef;False;Graphik;;;;1812;1878
1089;Haudebourt-Lescot, Antoinette Cécile Hortense;False;Graphik;;;;1784;1845
1090;Hauenschild, Richard Georg von;False;Text;"Max Waldau; Richard Georg Spiller von Hauenschild";;;1822;1855
1091;Hauenstein, Johannes;False;Graphik;;;;1775;1812
1092;Hauff, Wilhelm;False;Text;Heinrich Clauren;;;1802;1827
1093;Haug, Johann Christoph Friedrich;False;Text;"Frauenlob der jüngere; Fr. Hophtalmos";;;1761;1829
1094;Haugwitz, Karl von;False;Text;;;;e. 1795;1805
1095;Haugwitz, Louise von;False;Text;Arminia;;;1781;1855
1096;Haugwitz, Otto von;False;Text;;;;1767;1842
1097;Haugwitz, Paul von;False;Text;;;;1791;1856
1098;Haupt, Theodor von;False;Text;Theodor Peregrinus;;;1784;1832
1099;Hausius, Karl Gottlob;False;Musik;;;;1754;1825
1100;Hausmann, Johann Friedrich Ludwig;False;Text;;;;1782;1859
1101;Hawkins, Henry;False;Graphik;;;;1822;1880
1102;Hay, William M.;False;Graphik;;;;e. 1852;1881
1103;Hayez, Franceso;False;Graphik;;;;1791;1881
1104;Heath, Charles;False;Graphik;;;;1785;1848
1105;Hebbel, Friedrich;False;Text;;;;1813;1863
1106;Hebel, Johann Peter;False;Text;;;;1760;1826
1107;Hedwig, Johann;False;Text;;;;1730;1799
1108;Heemskerck, Egbert Ivan;False;Graphik;;;;1634;1704
1109;Heeren, Arnold;False;Text;;;;1760;1842
1110;Heeringen, Gustav Adolf von;False;Text;;;;1800;1851
1111;Heger, Heinrich;False;Graphik;;;;1777;1835
1112;Hegi, Franz;False;Graphik;;;;1774;1850
1113;Hegner, Ulrich;False;Text;;;;1759;1840
1114;Hegrad, Friedrich;False;Text;;;;1757;>1800
1115;Heicke, Joseph;False;Graphik;;;;1811;1861
1116;Heideck, Carl Wilhelm von;False;Graphik;;;;1788;1861
1117;Heidekamp, Friedrich;False;Text;;;;1759;
1118;Heideloff, Carl Alexander von;False;Graphik;;;;1789;1865
1119;Heideloff, Nicolaus Wilhelm;False;Graphik;;;;1761;1837
1120;Heideloff, Victor Wilhelm Peter;False;Graphik;;;;1757;1817
1121;Heidenreich, J. D.;False;Graphik;;;;e. 1791;1793
1122;Heigel, Cesar Max;False;Text;;;;1783;>1847
1123;Heilmann, Nikolaus Leonhard;False;Text;;;;1776;
1124;Heim, Georg Christoph;False;Text;;;;1747;1834
1125;Heimburg, Heino Ernst von;False;Text;;;;1764;1839
1126;Heine, Heinrich;False;Text;;;;1799;1856
1127;Heine, Ludwig;False;Graphik;;;;;
1128;Heinemann, Jeremias;False;Text u. Hrsg;;;;1778;1855
1129;Heinroth, Johann Christian August;False;Text;Treumund Wellentreter;;;1773;1843
1130;Heinse, Johann Jakob Wilhelm;False;Text;;;;1746;1803
1131;Heinzmann, Johann Georg;False;Text u. Hrsg;;;;1757;1802
1132;Heller, Wilhelm Robert;False;Text u. Hrsg;;;;1814;1871
1133;Hellwig, Theodor;False;Graphik;;;;1815;
1134;Helvetius, Claude Adrien;False;Text;;;;1715;1771
1135;Helvig geb. von Imhof, Anna Amalie von;False;Text u. Graphik;;;;1776;1831
1136;Hemerlein, Carl Johann Nepomuk;False;Graphik;;;;1807;1884
1137;Hemerlein, Philippine;False;Text;;;;1831;
1138;Hemessen, Jan van;False;Graphik;;;;~1500;1566
1139;Hempel, Friedrich Ferdinand;False;Text;"Spiritus Asper; P. Spiridion";;;1778;1836
1140;Henkel, Christian Heinrich;False;Text;Friedrich Ansarius;;;1790;1848
1141;Henne, Eberhard Siegfried;False;Graphik;;;;1759;1828
1142;Henne, Joseph Anton;False;Text;;;;1798;1870
1143;Henning, Adolf;False;Graphik;;;;1809;1900
1144;Henninger, Aloys;False;Text u. Hrsg;Aloys der Taunide;;;1814;1862
1145;Henry geb. Chodowiecka, Susanne;False;Graphik;;;;1763;1819
1146;Hensch, Gotthilf Friedrich;False;Graphik;;;;1732;1785
1147;Henschel, Wilhelm (u. Brüder);False;Graphik;;;;1781;1865
1148;Hensel, Louise Maria;False;Text;Ludwiga, Louise, Luise;;;1798;1876
1149;Hensel, Wilhelm;False;Graphik u. Text;;;;1794;1861
1150;Hensler, Peter Wilhelm (d. J.);False;Text;;;;1742;1779
1151;Hensler, Philipp Gabriel (d. Ä.);False;Text;;;;1733;1805
1152;Hentl, Friedrich von;False;Text;Friedrich Dornau;;;1799;1878
1153;Herbig, Wilhelm;False;Graphik;;;;1787;1861
1154;Herder, Johann Gottfried;False;Text;;;;1744;1803
1155;Hergenröder, J. M.;False;Graphik;;;;e. 1815;
1156;Hering, George Edwards;False;Graphik;;;;1805;1879
1157;Herklots, Karl Alexander;False;Text;;;;1759;1830
1158;Herloßsohn, Karl Borromäus Sebastian;False;Text;;;;1802;1849
1159;Hermann von Hermannsthal, Franz von;False;Text;;;;1799;1875
1160;Hermann, Franz Rudolph;False;Text;;;;1787;1823
1161;Hermes, Johann Timotheus;False;Text;;;;1738;1821
1162;Herrlich, Philipp;False;Graphik;;;;1818;1868
1163;Hersent, Louis;False;Graphik;;;;1777;1860
1164;Hertzberg, Ewald Friedrich;False;Text;;;;1725;1799
1165;Herwegh, Georg;False;Text;;;;1817;1875
1166;Hesekiel, Johann George Ludwig;False;Text;;;;1819;1874
1167;Hess, Carl Ernst Christoph;False;Graphik;;;;1755;1828
1168;Heß, David;False;Text;;;;1770;1843
1169;Hess, Heinrich Maria von;False;Graphik;;;;1798;1863
1170;Hess, Ludwig;False;Graphik;;;;1760;1800
1171;Hess, Peter von;False;Graphik;;;;1792;1871
1172;Hessell, Leonhard Heinrich;False;Graphik;;;;1757;1830 [?]
1173;Hessloehl, Wilhelm;False;Graphik;;;;1810;
1174;Hetsch, Philipp Friedrich von;False;Graphik;;;;1758;1838
1175;Heun, Carl Gottlieb Samuel;False;Text;"Heinrich Clauren; Karl";;;1771;1854
1176;Heusenstamm zu Heißenstein und Gräfenhausen, Theodor von;False;Text;;;;1801;1889
1177;Heusinger, Johann Heinrich Gottlieb;False;Text;;;;1766;1837
1178;Heyden, Friedrich August von;False;Text;;;;1789;1851
1179;Heyden, Julius von der;False;Text;Emerentius Scävola;;;1788;1867
1180;Heydenreich, Karl Heinrich;False;Text;;;;1764;1801
1181;Heyne, Christian Leberecht;False;Text;Anton Wall;;;1751;1821
1182;Heyse, Paul;False;Text;;;;1830;1914
1183;Hezel, Johann Friedrich Wilhelm;False;Text u. Hrsg.;;;;1754;1824
1184;Hickel, Joseph;False;Graphik;;;;1736;1807
1185;Hiemer, Franz Karl;False;Text u. Graphik;;;;1768;1822
1186;Hilair, Jean-Baptiste;False;Graphik;;;;1753;1822
1187;Hildebrandt, Theodor;False;Graphik;;;;1804;1874
1188;Hill, Friedrich Jakob;False;Graphik;;;;1785;1846
1189;Hiller, Ferdinand;False;Musik;;;;1811;1885
1190;Hiller, Gottlieb;False;Text;;;;1778;1826
1191;Hiller, Johann Adam;False;Musik;;;;1728;1804
1192;Hillner, Franz;False;Graphik;;;;1745;
1193;Hilscher, Joseph Emanuel;False;Text;;;;1804;1837
1194;Hilsenberg, Carl Ludwig Heinrich;False;Text;Ludwig von Erfurt;;;1814;1843
1195;Hilverdink, Johannes;False;Graphik;;;;1813;1902
1196;Himmel, Friedrich Heinrich;False;Musik;;;;1765;1814
1197;Hinsberg, Joseph von;False;Text;;;;1764;1836
1198;Hinsche, Nikolaus Daniel;False;Text u. Hrsg;;;;1771;1844
1199;Hinze, Heimbert Paul Friedrich;False;Text;;;;;1840
1200;Hirnschrot, Johann Andreas;False;Graphik;;;;1799;18?
1201;Hirsch, Rudolph;False;Text;;;;1814;1872
1202;Hirschfeld, Christian Cay Lorenz;False;Text;;;;1742;1792
1203;Hirzel, Hans Kaspar;False;Text;;;;1725;1803
1204;Hirzel, Heinrich;False;Text;;;;1766;1833
1205;Hitzig, Julius Eduard;False;Text;Eduard;;;1780;1849
1206;Hoche, Johann Gottfried;False;Text;;;;1763;1836
1207;Hodges, William;False;Graphik;;;;1744;1797
1208;Hoecker, Adalbert Longin;False;Graphik;;;;1761;1841
1209;Hoeye, Rombout van den;False;Graphik;;;;1622;
1210;Höfel, Blasius;False;Graphik;;;;1792;1863
1211;Hoffmann, August Heinrich (von Fallersleben);False;Text;Henricus Custos;;;1798;1874
1212;Hoffmann, Ernst Theodor Wilhelm (Amadeus);False;Text;;;;1776;1822
1213;Hoffmann, G. W.;False;Graphik;;;;18. Jh;
1214;Hoffmann, Georg Franz;False;Text u. Hrsg;;;;1761;1828
1215;Hoffmann, Hans;False;Graphik;;;;;15911592
1216;Hoffmann, Heinrich;False;Text;;;;1809;1894
1217;Hoffmeister, Christian;False;Graphik;;;;1818;1871
1218;Hofmann, Michael;False;Graphik;;;;1797;1867
1219;Hogarth, William;False;Graphik;;;;1697;1764
1220;Höger, Joseph;False;Graphik;;;;1801;1877
1221;Hohenhausen, Elise Philippine Amalie von;False;Text;;;;1789;1857
1222;Hohenhausen, Henriette Friederike Amalie;False;Text;"Mathilde; Theodore - n-; Fn-sen";;;1781;1843
1223;Holbein von Holbeinsberg, Franz;False;Text;;;;1779;1855
1224;Holbein, Eduard;False;Graphik;;;;1807;1875
1225;Holbein, Hans d. J.;False;Graphik;;;;1497;1543
1226;Hölderlin, Friedrich;False;Text;Hillmar;;;1770;1843
1227;Holmes, James;False;Graphik;;;;1777;1860
1228;Holtei, Karl von;False;Text;;;;1798;1880
1229;Hölty, Ludwig Christoph Heinrich;False;Text;;;;1748;1776
1230;Hölzl, Franz Seraphin Thomas;False;Musik;;;;e. 1808;
1231;Hoogstraten, Samuel van;False;Graphik;;;;1627;1678
1232;Hopfgarten, Alexander Ferdinand;False;Graphik;;;;1807;1896
1233;Hoppner, John;False;Graphik;;;;1758;1810
1234;Hormayr, Josef von;False;Text u. Hrsg;;;;1782;1848
1235;Horn, Franz;False;Text;I. G. Marquard;;;1781;1837
1236;Horn, Heinrich Moritz;False;Text;;;;1814;1874
1237;Horn, Uffo Daniel;False;Text;;;;1817;1860
1238;Hornthal, Johann Peter von;False;Text;;;;1794;1864
1239;Horsley, John Calcott;False;Graphik;;;;1817;1903
1240;Horstig, Karl Gottlieb;False;Text u. Graphik u. Musik u. Hrsg;;;;1763;1835
1241;Hosemann, Theodor;False;Graphik;;;;1807;1875
1242;Hössel, Johann Baptist;False;Graphik;;;;e. 1799;1824
1243;Hottinger, Johann Jakob;False;Text;;;;1783;1860
1244;Houwald, Ernst Christoph von;False;Text;;;;1778;1845
1245;Howard, Henry;False;Graphik;;;;1769;1847
1246;Hub, Ignaz;False;Graphik;;;;1810;1880
1247;Huber, Babetta;False;Text;;;;e. 1796;1798
1248;Huber, Ferdinand;False;Musik u. Text;;;;1791;1863
1249;Huber, Johann Ludwig;False;Text;;;;1723;1800
1250;Huber, Ludwig Ferdinand;False;Text;;;;1764;1804
1251;Huber, Therese;False;Text;;;;1764;1829
1252;Hubert, Jean Jacques;False;Graphik;;;;1760;
1253;Hübner, Carl;False;Graphik;;;;1797;1831
1254;Hübner, Carl Wilhelm;False;Graphik;;;;1814;1879
1255;Hübner, Eberhard Friedrich;False;Text;;;;1763;1799
1256;Hübner, Julius;False;Graphik;;;;1806;1882
1257;Hübner, Lorenz;False;Text;;;;1753;1807
1258;Huck, Johann Gerhard;False;Graphik;;;;1759;1811
1259;Huesmann, Johann Gottfried Rudolf;False;Text;Rudolf Agrikola;;;1762;1823
1260;Hufnagel, Eduard;False;Text;;;;1794;1825
1261;Hugo, Victor;False;Text;;;;1802;1887
1262;Hüllmann, Gottlieb Wilhelm;False;Graphik;;;;1765;1828
1263;Humboldt, Alexander von;False;Text;;;;1769;1859
1264;Humboldt, Wilhelm von;False;Text;;;;1767;1835
1265;Humphrys, William;False;Graphik;;;;1794;1865
1266;Hünerwadel, Samuel Gottlieb;False;Text;;;;1771;1848
1267;Hungari, Anton;False;Text;;;;1809;1881
1268;Hurka, Friedrich Franz;False;Musik;;;;1762;1805
1269;Hüssener, Auguste;False;Graphik;;;;1789;1877
1270;Hüssener, Julie;False;Graphik;;;;e. 1836;1848
1271;Hymmen, Johann Wilhelm Bernhard von;False;Text;;;;1725;1787
1272;Hyrtl, Jakob;False;Graphik;;;;1799;1868
1273;Iden, Johann Friedrich Ludwig;False;Graphik;;;;um 1770;
1274;Iffland, August Wilhelm;False;Text;;;;1759;1814
1275;Igler, Johann Wolfgang;False;Graphik;;;;1796;1853
1276;Immermann, Karl Lebrecht;False;Text;Aeander;;;1796;1840
1277;Ingres, Jean Auguste Dominique;False;Graphik;;;;1780;1867
1278;Inkermann, Otto;False;Text;C. O. Sternau;;;e. 1843;
1279;Inskip, James;False;Graphik;;;;1790;1868
1280;Isopi, Antonio;False;Graphik u. Text;;;;;1833
1281;Israëls, Jozef;False;Graphik;;;;1824;1911
1282;Ittner, Joseph Albert von;False;Text;;;;1754;1825
1283;Jacobi, Friedrich Heinrich;False;Text;;;;1743;1819
1284;Jacobi, Johann Georg;False;Text;;;;1740;1814
1285;Jacobs, Christian Friedrich Wilhelm;False;Text;;;;1764;1847
1286;Jacobs, Emil;False;Graphik;;;;1802;1866
1287;Jaffé, Philipp;False;Text;;;;1819;1870
1288;Jagemann, Ferdinand;False;Graphik;;;;1780;1820
1289;Jäger, Karl Friedrich;False;Text;;;;1794;1842
1290;Jahn, Friedrich Ludwig;False;Text;;;;1778;1852
1291;Jamin, Diederik Franciscus;False;Graphik;;;;1838;1865
1292;Jan Joest (von Kalkar);False;Graphik;"J. J. von Kalkar; J. J. von Haarlem";;;;1519
1293;Janinski, Antonio Richard Eduard;False;Text;;;;1805;
1294;Jannach, Johann Karl von;False;Text;;;;1801;1836
1295;Jansen, Ferdinand;False;Text;;;;1758;
1296;Jaquemot, Georges Francois;False;Graphik;;;;1806;1880
1297;Jariges, Carl Friedrich von;False;Text;Beauregard Pandin;;;1773;1826
1298;Jättnig, Karl (1.);False;Graphik;;;;e. 1805/1816;
1299;Jautz, Karl;False;Graphik;;;;1782;1873
1300;Jeiteles, Aloys;False;Text;;;;1764;1858
1301;Jeitteles, Andreas Ludwig;False;Text;;;;1799;1878
1302;Jeitteles, Ignaz;False;Text;;;;1783;1843
1303;Jelacic de Busim, Josef;False;Text;;;;1801;1851
1304;Jellinek, Adolph;False;Text;;;;1821;1893
1305;Jenkins, Joseph John;False;Graphik;;;;1811;1885
